record_id,country,iso3_code,region,income_group,year,quarter,quarter_label,industry_sector,sector_automation_risk_score,gdp_per_capita_usd,ai_adoption_index,pct_sector_workforce_displaced,pct_sector_workforce_new_roles_created,net_workforce_change_pct,ai_cited_layoff_announcements,ai_skill_wage_premium_pct,pct_workforce_female,pct_displaced_roles_female,reskilling_programs_count,govt_ai_policy_score_1_to_10,ai_tool_adoption_pct,data_source_notes
1,United States,USA,North America,High Income,2020,1,2020-Q1,Technology & Software,0.382,63514,0.83,0.0406,0.0348,-0.0058,32,0.311,0.28,0.275,52,6.4,0.28,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
60,United States,USA,North America,High Income,2021,2,2021-Q2,Energy & Utilities,0.419,63587,0.85,0.0444,0.0423,-0.0021,18,0.322,0.26,0.273,54,6.7,0.405,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
61,United States,USA,North America,High Income,2021,3,2021-Q3,Technology & Software,0.376,63878,0.86,0.0572,0.0478,-0.0094,48,0.334,0.28,0.293,52,6.3,0.359,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
62,United States,USA,North America,High Income,2021,3,2021-Q3,Finance & Banking,0.602,63878,0.849,0.0755,0.0482,-0.0273,70,0.385,0.48,0.473,44,6.0,0.453,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
63,United States,USA,North America,High Income,2021,3,2021-Q3,Healthcare & Life Sciences,0.233,63878,0.861,0.0319,0.0308,-0.0011,11,0.381,0.72,0.708,46,6.8,0.165,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
64,United States,USA,North America,High Income,2021,3,2021-Q3,Manufacturing & Industry,0.723,63878,0.873,0.1026,0.0988,-0.0038,99,0.354,0.29,0.286,54,7.0,0.742,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
65,United States,USA,North America,High Income,2021,3,2021-Q3,Retail & E-Commerce,0.672,63878,0.846,0.0988,0.0601,-0.0387,51,0.328,0.54,0.565,59,6.9,0.484,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
66,United States,USA,North America,High Income,2021,3,2021-Q3,Education & Research,0.243,63878,0.856,0.03,0.0233,-0.0067,9,0.339,0.58,0.572,60,6.7,0.258,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
67,United States,USA,North America,High Income,2021,3,2021-Q3,Transportation & Logistics,0.661,63878,0.861,0.0941,0.0681,-0.026,96,0.383,0.22,0.224,60,6.3,0.642,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
68,United States,USA,North America,High Income,2021,3,2021-Q3,Media & Communications,0.55,63878,0.866,0.0677,0.0557,-0.012,40,0.342,0.46,0.45,43,7.1,0.494,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
69,United States,USA,North America,High Income,2021,3,2021-Q3,Administrative & Clerical,0.763,63878,0.856,0.1387,0.1167,-0.022,159,0.367,0.79,0.95,54,6.8,0.72,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
70,United States,USA,North America,High Income,2021,3,2021-Q3,Energy & Utilities,0.465,63878,0.87,0.0602,0.0491,-0.0111,40,0.337,0.26,0.254,56,6.9,0.43,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
71,United States,USA,North America,High Income,2021,4,2021-Q4,Technology & Software,0.383,65061,0.862,0.0724,0.0608,-0.0116,84,0.363,0.28,0.294,50,6.8,0.319,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
72,United States,USA,North America,High Income,2021,4,2021-Q4,Finance & Banking,0.61,65061,0.86,0.0736,0.0705,-0.0031,141,0.367,0.48,0.54,51,7.3,0.476,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
73,United States,USA,North America,High Income,2021,4,2021-Q4,Healthcare & Life Sciences,0.203,65061,0.883,0.031,0.0254,-0.0056,16,0.365,0.72,0.766,43,6.4,0.162,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
74,United States,USA,North America,High Income,2021,4,2021-Q4,Manufacturing & Industry,0.728,65061,0.858,0.1236,0.1126,-0.011,87,0.369,0.29,0.294,54,7.4,0.648,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
75,United States,USA,North America,High Income,2021,4,2021-Q4,Retail & E-Commerce,0.669,65061,0.854,0.0992,0.0954,-0.0038,80,0.353,0.54,0.611,50,6.4,0.569,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
76,United States,USA,North America,High Income,2021,4,2021-Q4,Education & Research,0.261,65061,0.868,0.0408,0.0329,-0.0079,15,0.375,0.58,0.614,44,7.1,0.253,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
77,United States,USA,North America,High Income,2021,4,2021-Q4,Transportation & Logistics,0.714,65061,0.887,0.1078,0.0682,-0.0396,60,0.41,0.22,0.233,51,7.7,0.703,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
78,United States,USA,North America,High Income,2021,4,2021-Q4,Media & Communications,0.502,65061,0.858,0.0897,0.0672,-0.0225,70,0.35,0.46,0.465,50,7.2,0.424,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
79,United States,USA,North America,High Income,2021,4,2021-Q4,Administrative & Clerical,0.77,65061,0.853,0.1557,0.1174,-0.0383,232,0.336,0.79,0.95,57,6.8,0.791,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
80,United States,USA,North America,High Income,2021,4,2021-Q4,Energy & Utilities,0.47,65061,0.842,0.0546,0.036,-0.0186,34,0.34,0.26,0.273,60,7.0,0.355,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
81,United States,USA,North America,High Income,2022,1,2022-Q1,Technology & Software,0.374,65482,0.857,0.0648,0.0395,-0.0253,77,0.369,0.28,0.281,57,6.9,0.358,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
82,United States,USA,North America,High Income,2022,1,2022-Q1,Finance & Banking,0.615,65482,0.863,0.0878,0.0723,-0.0155,150,0.327,0.48,0.504,66,7.3,0.545,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
83,United States,USA,North America,High Income,2022,1,2022-Q1,Healthcare & Life Sciences,0.21,65482,0.886,0.032,0.0244,-0.0076,12,0.341,0.72,0.745,60,6.7,0.193,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
84,United States,USA,North America,High Income,2022,1,2022-Q1,Manufacturing & Industry,0.752,65482,0.88,0.1333,0.109,-0.0243,142,0.379,0.29,0.322,63,6.6,0.708,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
85,United States,USA,North America,High Income,2022,1,2022-Q1,Retail & E-Commerce,0.669,65482,0.871,0.0924,0.0514,-0.041,105,0.321,0.54,0.612,65,6.9,0.504,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
86,United States,USA,North America,High Income,2022,1,2022-Q1,Education & Research,0.289,65482,0.853,0.037,0.031,-0.006,17,0.332,0.58,0.638,45,6.8,0.198,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
87,United States,USA,North America,High Income,2022,1,2022-Q1,Transportation & Logistics,0.724,65482,0.854,0.1158,0.0697,-0.0461,57,0.37,0.22,0.235,64,6.9,0.498,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
88,United States,USA,North America,High Income,2022,1,2022-Q1,Media & Communications,0.568,65482,0.86,0.0746,0.0395,-0.0351,80,0.385,0.46,0.497,64,7.1,0.444,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
89,United States,USA,North America,High Income,2022,1,2022-Q1,Administrative & Clerical,0.792,65482,0.855,0.135,0.0861,-0.0489,245,0.355,0.79,0.95,49,6.6,0.695,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
90,United States,USA,North America,High Income,2022,1,2022-Q1,Energy & Utilities,0.42,65482,0.836,0.0568,0.0548,-0.002,38,0.33,0.26,0.276,50,6.6,0.308,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
91,United States,USA,North America,High Income,2022,2,2022-Q2,Technology & Software,0.359,66188,0.848,0.0657,0.0581,-0.0076,76,0.377,0.28,0.3,52,6.4,0.351,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
92,United States,USA,North America,High Income,2022,2,2022-Q2,Finance & Banking,0.594,66188,0.862,0.1005,0.0936,-0.0069,143,0.331,0.48,0.499,51,6.3,0.44,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
93,United States,USA,North America,High Income,2022,2,2022-Q2,Healthcare & Life Sciences,0.201,66188,0.869,0.0291,0.017,-0.0121,14,0.429,0.72,0.76,66,7.5,0.173,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
94,United States,USA,North America,High Income,2022,2,2022-Q2,Manufacturing & Industry,0.78,66188,0.881,0.1447,0.1246,-0.0201,103,0.354,0.29,0.327,47,7.5,0.746,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
95,United States,USA,North America,High Income,2022,2,2022-Q2,Retail & E-Commerce,0.685,66188,0.869,0.1398,0.124,-0.0158,91,0.298,0.54,0.523,62,6.4,0.641,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
96,United States,USA,North America,High Income,2022,2,2022-Q2,Education & Research,0.253,66188,0.867,0.0452,0.0429,-0.0023,9,0.346,0.58,0.563,49,7.2,0.273,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
97,United States,USA,North America,High Income,2022,2,2022-Q2,Transportation & Logistics,0.674,66188,0.875,0.1248,0.1166,-0.0082,79,0.393,0.22,0.218,53,7.2,0.593,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
98,United States,USA,North America,High Income,2022,2,2022-Q2,Media & Communications,0.566,66188,0.895,0.0765,0.0558,-0.0207,81,0.424,0.46,0.517,61,6.3,0.424,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
99,United States,USA,North America,High Income,2022,2,2022-Q2,Administrative & Clerical,0.807,66188,0.87,0.1467,0.104,-0.0427,285,0.388,0.79,0.95,45,5.9,0.785,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
100,United States,USA,North America,High Income,2022,2,2022-Q2,Energy & Utilities,0.477,66188,0.889,0.0697,0.0673,-0.0024,34,0.413,0.26,0.259,53,7.4,0.393,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
101,United States,USA,North America,High Income,2022,3,2022-Q3,Technology & Software,0.394,66908,0.869,0.0618,0.0543,-0.0075,61,0.35,0.28,0.297,47,7.5,0.292,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
102,United States,USA,North America,High Income,2022,3,2022-Q3,Finance & Banking,0.618,66908,0.884,0.0949,0.0561,-0.0388,185,0.444,0.48,0.533,44,7.0,0.485,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
103,United States,USA,North America,High Income,2022,3,2022-Q3,Healthcare & Life Sciences,0.226,66908,0.887,0.0287,0.0153,-0.0134,18,0.425,0.72,0.735,49,6.9,0.214,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
104,United States,USA,North America,High Income,2022,3,2022-Q3,Manufacturing & Industry,0.738,66908,0.86,0.1295,0.1133,-0.0162,125,0.371,0.29,0.305,47,7.0,0.708,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
105,United States,USA,North America,High Income,2022,3,2022-Q3,Retail & E-Commerce,0.669,66908,0.889,0.1231,0.118,-0.0051,72,0.359,0.54,0.558,55,6.7,0.714,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
106,United States,USA,North America,High Income,2022,3,2022-Q3,Education & Research,0.328,66908,0.884,0.0443,0.0246,-0.0197,12,0.39,0.58,0.614,58,6.3,0.242,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
107,United States,USA,North America,High Income,2022,3,2022-Q3,Transportation & Logistics,0.666,66908,0.864,0.0952,0.08,-0.0152,127,0.392,0.22,0.241,59,6.8,0.576,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
108,United States,USA,North America,High Income,2022,3,2022-Q3,Media & Communications,0.558,66908,0.881,0.0899,0.064,-0.0259,51,0.411,0.46,0.496,54,6.7,0.567,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
